name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,PRODParameters,NONPRODEffect,PRODParameters,NONPRODParameters
eb8a8df9-521f-3ccd-7e2c-3d1fcc812340,,BuiltIn,Regulatory Compliance,Review and update configuration management policies and procedures,CMA_C1175 - Review and update configuration management policies and procedures,"PCI_DSS_v4.0_1.1.1,PCI_DSS_v4.0_2.1.1,PCI_DSS_v4.0_6.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
29acfac0-4bb4-121b-8283-8943198b1549,,BuiltIn,Regulatory Compliance,Review and update identification and authentication policies and procedures,CMA_C1299 - Review and update identification and authentication policies and procedures,PCI_DSS_v4.0_8.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
6bededc0-2985-54d5-4158-eb8bad8070a0,,BuiltIn,Regulatory Compliance,Review and update information integrity policies and procedures,CMA_C1667 - Review and update information integrity policies and procedures,"PCI_DSS_v4.0_11.1.1,PCI_DSS_v4.0_5.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
b4e19d22-8c0e-7cad-3219-c84c62dc250f,,BuiltIn,Regulatory Compliance,Review and update media protection policies and procedures,CMA_C1427 - Review and update media protection policies and procedures,PCI_DSS_v4.0_9.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
91cf132e-0c9f-37a8-a523-dc6a92cd2fb2,,BuiltIn,Regulatory Compliance,Review and update physical and environmental policies and procedures,CMA_C1446 - Review and update physical and environmental policies and procedures,PCI_DSS_v4.0_9.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
adf517f3-6dcd-3546-9928-34777d0c277e,,BuiltIn,Regulatory Compliance,Review and update system and communications protection policies and procedures,CMA_C1616 - Review and update system and communications protection policies and procedures,"PCI_DSS_v4.0_1.1.1,PCI_DSS_v4.0_11.1.1,PCI_DSS_v4.0_3.1.1,PCI_DSS_v4.0_4.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f49925aa-9b11-76ae-10e2-6e973cc60f37,,BuiltIn,Regulatory Compliance,Review and update system and services acquisition policies and procedures,CMA_C1560 - Review and update system and services acquisition policies and procedures,PCI_DSS_v4.0_6.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
6625638f-3ba1-7404-5983-0ea33d719d34,,BuiltIn,Regulatory Compliance,Review audit data,CMA_0466 - Review audit data,"PCI_DSS_v4.0_10.2.1,PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
c246d146-82b0-301f-32e7-1065dcd248b7,,BuiltIn,Regulatory Compliance,Review changes for any unauthorized changes,CMA_C1204 - Review changes for any unauthorized changes,PCI_DSS_v4.0_1.2.8,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
8aec4343-9153-9641-172c-defb201f56b3,,BuiltIn,Regulatory Compliance,Review cloud identity report overview,CMA_0468 - Review cloud identity report overview,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ffea18d9-13de-6505-37f3-4c1f88070ad7,,BuiltIn,Regulatory Compliance,Review cloud service provider's compliance with policies and agreements,CMA_0469 - Review cloud service provider's compliance with policies and agreements,"PCI_DSS_v4.0_12.8.4,PCI_DSS_v4.0_12.9.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f48b60c6-4b37-332f-7288-b6ea50d300eb,,BuiltIn,Regulatory Compliance,Review controlled folder access events,CMA_0471 - Review controlled folder access events,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ef718fe4-7ceb-9ddf-3198-0ee8f6fe9cba,,BuiltIn,Regulatory Compliance,Review file and folder activity,CMA_0473 - Review file and folder activity,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e23444b9-9662-40f3-289e-6d25c02b48fa,,BuiltIn,Regulatory Compliance,Review label activity and analytics,CMA_0474 - Review label activity and analytics,PCI_DSS_v4.0_3.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4a6f5cbd-6c6b-006f-2bb1-091af1441bce,,BuiltIn,Regulatory Compliance,Review malware detections report weekly,CMA_0475 - Review malware detections report weekly,"PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_5.3.1,PCI_DSS_v4.0_5.3.3,PCI_DSS_v4.0_5.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
70fe686f-1f91-7dab-11bf-bca4201e183b,,BuiltIn,Regulatory Compliance,Review role group changes weekly,CMA_0476 - Review role group changes weekly,"PCI_DSS_v4.0_10.4.1,PCI_DSS_v4.0_10.4.1.1,PCI_DSS_v4.0_10.4.2,PCI_DSS_v4.0_10.4.2.1,PCI_DSS_v4.0_10.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
a4493012-908c-5f48-a468-1e243be884ce,,BuiltIn,Regulatory Compliance,Review security assessment and authorization policies and procedures,CMA_C1143 - Review security assessment and authorization policies and procedures,PCI_DSS_v4.0_11.1.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
fad161f5-5261-401a-22dd-e037bae011bd,,BuiltIn,Regulatory Compliance,Review threat protection status weekly,CMA_0479 - Review threat protection status weekly,"PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_5.3.3,PCI_DSS_v4.0_5.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
79f081c7-1634-01a1-708e-376197999289,,BuiltIn,Regulatory Compliance,Review user accounts,CMA_0480 - Review user accounts,PCI_DSS_v4.0_7.2.4,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
eb1c944e-0e94-647b-9b7e-fdb8d2af0838,,BuiltIn,Regulatory Compliance,Review user groups and applications with access to sensitive data,CMA_0481 - Review user groups and applications with access to sensitive data,"PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.3,PCI_DSS_v4.0_7.2.6,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_7.3.2,PCI_DSS_v4.0_7.3.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f96d2186-79df-262d-3f76-f371e3b71798,,BuiltIn,Regulatory Compliance,Review user privileges,CMA_C1039 - Review user privileges,PCI_DSS_v4.0_7.2.4,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
32f22cfa-770b-057c-965b-450898425519,,BuiltIn,Regulatory Compliance,Revoke privileged roles as appropriate,CMA_0483 - Revoke privileged roles as appropriate,"PCI_DSS_v4.0_10.2.1.2,PCI_DSS_v4.0_10.2.1.3,PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_10.2.1.6,PCI_DSS_v4.0_10.6.3,PCI_DSS_v4.0_8.2.6",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
056a723b-4946-9d2a-5243-3aa27c4d31a1,,BuiltIn,Regulatory Compliance,Satisfy token quality requirements,CMA_0487 - Satisfy token quality requirements,"PCI_DSS_v4.0_8.2.3,PCI_DSS_v4.0_8.3.1,PCI_DSS_v4.0_8.3.11,PCI_DSS_v4.0_8.4.2,PCI_DSS_v4.0_8.4.3,PCI_DSS_v4.0_8.5.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ff1efad2-6b09-54cc-01bf-d386c4d558a8,,BuiltIn,Regulatory Compliance,Secure the interface to external systems,CMA_0491 - Secure the interface to external systems,"PCI_DSS_v4.0_1.4.1,PCI_DSS_v4.0_1.4.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
f78fc35e-1268-0bca-a798-afcba9d2330a,,BuiltIn,Regulatory Compliance,Select additional testing for security control assessments,CMA_C1149 - Select additional testing for security control assessments,PCI_DSS_v4.0_12.4.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
60ee1260-97f0-61bb-8155-5d8b75743655,,BuiltIn,Regulatory Compliance,Separate duties of individuals,CMA_0492 - Separate duties of individuals,PCI_DSS_v4.0_6.2.3.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
af38215f-70c4-0cd6-40c2-c52d86690a45,,BuiltIn,Regulatory Compliance,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"PCI_DSS_v4.0_11.5.1,PCI_DSS_v4.0_11.5.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1d39b5d9-0392-8954-8359-575ce1957d1a,,BuiltIn,Regulatory Compliance,Support personal verification credentials issued by legal authorities,CMA_0507 - Support personal verification credentials issued by legal authorities,PCI_DSS_v4.0_8.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
76d66b5c-85e4-93f5-96a5-ebb2fad61dc6,,BuiltIn,Regulatory Compliance,Terminate customer controlled account credentials,CMA_C1022 - Terminate customer controlled account credentials,PCI_DSS_v4.0_8.2.2,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4502e506-5f35-0df4-684f-b326e3cc7093,,BuiltIn,Regulatory Compliance,Terminate user session automatically,CMA_C1054 - Terminate user session automatically,PCI_DSS_v4.0_8.2.8,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
77cc89bb-774f-48d7-8a84-fb8c322c3000,,BuiltIn,Regulatory Compliance,Track software license usage,CMA_C1235 - Track software license usage,PCI_DSS_v4.0_12.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
5fc24b95-53f7-0ed1-2330-701b539b97fe,,BuiltIn,Regulatory Compliance,Turn on sensors for endpoint security solution,CMA_0514 - Turn on sensors for endpoint security solution,"PCI_DSS_v4.0_12.4.2,PCI_DSS_v4.0_12.4.2.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
9b55929b-0101-47c0-a16e-d6ac5c7d21f8,,BuiltIn,Regulatory Compliance,Undergo independent security review,CMA_0515 - Undergo independent security review,"PCI_DSS_v4.0_12.4.2,PCI_DSS_v4.0_12.4.2.1,PCI_DSS_v4.0_12.8.4,PCI_DSS_v4.0_12.9.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ea9d7c95-2f10-8a4d-61d8-7469bd2e8d65,,BuiltIn,Regulatory Compliance,Update antivirus definitions,CMA_0517 - Update antivirus definitions,"PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_5.3.1,PCI_DSS_v4.0_5.3.3,PCI_DSS_v4.0_5.4.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
5226dee6-3420-711b-4709-8e675ebd828f,,BuiltIn,Regulatory Compliance,Update information security policies,CMA_0518 - Update information security policies,"PCI_DSS_v4.0_10.1.1,PCI_DSS_v4.0_12.1.2,PCI_DSS_v4.0_12.5.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
cc057769-01d9-95ad-a36f-1e62a7f9540b,,BuiltIn,Regulatory Compliance,Update POA&M items,CMA_C1157 - Update POA&M items,PCI_DSS_v4.0_12.4.2.1,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
96333008-988d-4add-549b-92b3a8c42063,,BuiltIn,Regulatory Compliance,"Update privacy plan, policies, and procedures","CMA_C1807 - Update privacy plan, policies, and procedures","PCI_DSS_v4.0_12.4.1,PCI_DSS_v4.0_3.1.1",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
e714b481-8fac-64a2-14a9-6f079b2501a4,,BuiltIn,Regulatory Compliance,Use privileged identity management,CMA_0533 - Use privileged identity management,"PCI_DSS_v4.0_10.2.1.2,PCI_DSS_v4.0_10.2.1.3,PCI_DSS_v4.0_10.2.1.5,PCI_DSS_v4.0_10.2.1.6,PCI_DSS_v4.0_10.6.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
1ee4c7eb-480a-0007-77ff-4ba370776266,,BuiltIn,Regulatory Compliance,Use system clocks for audit records,CMA_0535 - Use system clocks for audit records,"PCI_DSS_v4.0_10.6.1,PCI_DSS_v4.0_10.6.2",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
72889284-15d2-90b2-4b39-a1e9541e1152,,BuiltIn,Regulatory Compliance,Verify identity before distributing authenticators,CMA_0538 - Verify identity before distributing authenticators,PCI_DSS_v4.0_8.3.11,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
c6b877a6-5d6d-1862-4b7f-3ccc30b25b63,,BuiltIn,Regulatory Compliance,Verify personal data is deleted at the end of processing,CMA_0540 - Verify personal data is deleted at the end of processing,"PCI_DSS_v4.0_3.2.1,PCI_DSS_v4.0_3.3.1,PCI_DSS_v4.0_3.3.1.1,PCI_DSS_v4.0_3.3.1.3,PCI_DSS_v4.0_9.4.6,PCI_DSS_v4.0_9.4.7",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
ece8bb17-4080-5127-915f-dc7267ee8549,,BuiltIn,Regulatory Compliance,Verify security functions,CMA_C1708 - Verify security functions,"PCI_DSS_v4.0_10.7.1,PCI_DSS_v4.0_10.7.2,PCI_DSS_v4.0_10.7.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
db28735f-518f-870e-15b4-49623cbe3aa0,,BuiltIn,Regulatory Compliance,"Verify software, firmware and information integrity","CMA_0542 - Verify software, firmware and information integrity","PCI_DSS_v4.0_11.5.2,PCI_DSS_v4.0_11.6.1,PCI_DSS_v4.0_6.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
0123edae-3567-a05a-9b05-b53ebe9d3e7e,,BuiltIn,Regulatory Compliance,View and configure system diagnostic data,CMA_0544 - View and configure system diagnostic data,"PCI_DSS_v4.0_11.5.2,PCI_DSS_v4.0_11.6.1,PCI_DSS_v4.0_6.4.3",PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
98145a9b-428a-7e81-9d14-ebb154a24f93,,BuiltIn,Regulatory Compliance,View and investigate restricted users,CMA_0545 - View and investigate restricted users,PCI_DSS_v4.0_12.10.7,PCI-DSS: Manual (Policy Default),"Manual,Disabled",Manual,Manual,,
4f11b553-d42e-4e3a-89be-32ca364cad4c,,BuiltIn,Security Center,A maximum of 3 owners should be designated for your subscription,It is recommended to designate up to 3 subscription owners in order to reduce the potential for breach by a compromised owner.,"PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.2",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
501541f7-f7e7-4cd6-868c-4190fdad3ac9,,BuiltIn,Security Center,A vulnerability assessment solution should be enabled on your virtual machines,"Audits virtual machines to detect whether they are running a supported vulnerability assessment solution. A core component of every cyber risk and security program is the identification and analysis of vulnerabilities. Azure Security Center's standard pricing tier includes vulnerability scanning for your virtual machines at no extra cost. Additionally, Security Center can automatically deploy this tool for you.","PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_6.3.3,PCI_DSS_v4.0_6.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
e3e008c3-56b9-4133-8fd7-d3347377402a,,BuiltIn,Security Center,Accounts with owner permissions on Azure resources should be MFA enabled,Multi-Factor Authentication (MFA) should be enabled for all subscription accounts with owner permissions to prevent a breach of accounts or resources.,"PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_8.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
931e118d-50a1-4457-a5e4-78550e086c52,,BuiltIn,Security Center,Accounts with write permissions on Azure resources should be MFA enabled,Multi-Factor Authentication (MFA) should be enabled for all subscription accounts with write privileges to prevent a breach of accounts or resources.,"PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_8.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
9daedab3-fb2d-461e-b861-71790eead4f6,,BuiltIn,Security Center,All network ports should be restricted on network security groups associated to your virtual machine,Azure Security Center has identified some of your network security groups' inbound rules to be too permissive. Inbound rules should not allow access from 'Any' or 'Internet' ranges. This can potentially enable attackers to target your resources.,"PCI_DSS_v4.0_1.3.2,PCI_DSS_v4.0_1.4.2",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
0cfea604-3201-4e14-88fc-fae4c427a6c5,,BuiltIn,Security Center,Blocked accounts with owner permissions on Azure resources should be removed,Deprecated accounts with owner permissions should be removed from your subscription.  Deprecated accounts are accounts that have been blocked from signing in.,"PCI_DSS_v4.0_8.2.4,PCI_DSS_v4.0_8.2.5,PCI_DSS_v4.0_8.2.7",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
8d7e1fde-fe26-4b5f-8108-f8e432cbc2be,,BuiltIn,Security Center,Blocked accounts with read and write permissions on Azure resources should be removed,Deprecated accounts should be removed from your subscriptions.  Deprecated accounts are accounts that have been blocked from signing in.,"PCI_DSS_v4.0_8.2.4,PCI_DSS_v4.0_8.2.5,PCI_DSS_v4.0_8.2.7",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
339353f6-2387-4a45-abe4-7f529d121046,,BuiltIn,Security Center,Guest accounts with owner permissions on Azure resources should be removed,External accounts with owner permissions should be removed from your subscription in order to prevent unmonitored access.,"PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_8.2.4,PCI_DSS_v4.0_8.2.7,PCI_DSS_v4.0_8.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
e9ac8f8e-ce22-4355-8f04-99b911d6be52,,BuiltIn,Security Center,Guest accounts with read permissions on Azure resources should be removed,External accounts with read privileges should be removed from your subscription in order to prevent unmonitored access.,"PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_8.2.4,PCI_DSS_v4.0_8.2.7,PCI_DSS_v4.0_8.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
94e1c2ac-cbbe-4cac-a2b5-389c812dee87,,BuiltIn,Security Center,Guest accounts with write permissions on Azure resources should be removed,External accounts with write privileges should be removed from your subscription in order to prevent unmonitored access.,"PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_8.2.4,PCI_DSS_v4.0_8.2.7,PCI_DSS_v4.0_8.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
af6cd1bd-1635-48cb-bde7-5b15693900b9,,BuiltIn,Security Center,Monitor missing Endpoint Protection in Azure Security Center,Servers without an installed Endpoint Protection agent will be monitored by Azure Security Center as recommendations,"PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_6.3.3,PCI_DSS_v4.0_6.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
feedbf84-6b99-488c-acc2-71c829aa5ffc,,BuiltIn,Security Center,SQL databases should have vulnerability findings resolved,Monitor vulnerability assessment scan results and recommendations for how to remediate database vulnerabilities.,"PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_6.3.3,PCI_DSS_v4.0_6.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
86b3d65f-7626-441e-b690-81a8b71cff60,,BuiltIn,Security Center,System updates should be installed on your machines,Missing security system updates on your servers will be monitored by Azure Security Center as recommendations,"PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_6.3.3,PCI_DSS_v4.0_6.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
09024ccc-0c5f-475e-9457-b7c0d9ed487b,,BuiltIn,Security Center,There should be more than one owner assigned to your subscription,It is recommended to designate more than one subscription owner in order to have administrator access redundancy.,"PCI_DSS_v4.0_7.2.1,PCI_DSS_v4.0_7.2.2",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
0961003e-5a0a-4549-abde-af6a37f2724d,,BuiltIn,Security Center,"Virtual machines should encrypt temp disks, caches, and data flows between Compute and Storage resources","By default, a virtual machine's OS and data disks are encrypted-at-rest using platform-managed keys. Temp disks, data caches and data flowing between compute and storage aren't encrypted. Disregard this recommendation if: 1. using encryption-at-host, or 2. server-side encryption on Managed Disks meets your security requirements. Learn more in: Server-side encryption of Azure Disk Storage: https://aka.ms/disksse, Different disk encryption offerings: https://aka.ms/diskencryptioncomparison","PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_6.2.4",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,,BuiltIn,Security Center,Vulnerabilities in security configuration on your machines should be remediated,Servers which do not satisfy the configured baseline will be monitored by Azure Security Center as recommendations,"PCI_DSS_v4.0_11.3.1,PCI_DSS_v4.0_5.2.1,PCI_DSS_v4.0_5.2.2,PCI_DSS_v4.0_5.2.3,PCI_DSS_v4.0_6.3.3,PCI_DSS_v4.0_6.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
617c02be-7f02-4efd-8836-3180d47b6c68,,BuiltIn,Service Fabric,Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign,"Service Fabric provides three levels of protection (None, Sign and EncryptAndSign) for node-to-node communication using a primary cluster certificate. Set the protection level to ensure that all node-to-node messages are encrypted and digitally signed","PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_6.2.4",PCI-DSS: Audit (Policy Default),"Disabled,Deny,Audit",Audit,Audit,,
1f314764-cb73-4fc9-b863-8eca98ac36e9,,BuiltIn,SQL,An Azure Active Directory administrator should be provisioned for SQL servers,Audit provisioning of an Azure Active Directory administrator for your SQL server to enable Azure AD authentication. Azure AD authentication enables simplified permission management and centralized identity management of database users and other Microsoft services,"PCI_DSS_v4.0_3.3.3,PCI_DSS_v4.0_7.3.1,PCI_DSS_v4.0_8.4.1",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9,,BuiltIn,SQL,Auditing on SQL server should be enabled,Auditing on your SQL Server should be enabled to track database activities across all databases on the server and save them in an audit log.,"PCI_DSS_v4.0_10.2.2,PCI_DSS_v4.0_10.3.3",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
17k78e20-9358-41c9-923c-fb736d382a12,,BuiltIn,SQL,Transparent Data Encryption on SQL databases should be enabled,Transparent data encryption should be enabled to protect data-at-rest and meet compliance requirements,"PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_6.2.4",PCI-DSS: AuditIfNotExists (Policy Default),"AuditIfNotExists,Disabled",AuditIfNotExists,AuditIfNotExists,,
404c3081-a854-4457-ae30-26a93ef643f9,,BuiltIn,Storage,Secure transfer to storage accounts should be enabled,"Audit requirement of Secure transfer in your storage account. Secure transfer is an option that forces your storage account to accept requests only from secure connections (HTTPS). Use of HTTPS ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking","PCI_DSS_v4.0_3.5.1,PCI_DSS_v4.0_6.2.4",PCI-DSS: Audit (Policy Default),"Disabled,Deny,Audit",Audit,Audit,,
37e0d2fe-28a5-43d6-a273-67d37d1f5606,,BuiltIn,Storage,Storage accounts should be migrated to new Azure Resource Manager resources,"Use new Azure Resource Manager for your storage accounts to provide security enhancements such as: stronger access control (RBAC), better auditing, Azure Resource Manager based deployment and governance, access to managed identities, access to key vault for secrets, Azure AD-based authentication and support for tags and resource groups for easier security management","PCI_DSS_v4.0_10.2.2,PCI_DSS_v4.0_10.3.3",PCI-DSS: Audit (Policy Default),"Disabled,Deny,Audit",Audit,Audit,,
34c877ad-507e-4c82-993e-3452a6e0ad3c,,BuiltIn,Storage,Storage accounts should restrict network access,"Network access to storage accounts should be restricted. Configure network rules so only applications from allowed networks can access the storage account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges","PCI_DSS_v4.0_1.3.2,PCI_DSS_v4.0_1.4.2",PCI-DSS: Audit (Policy Default),"Disabled,Deny,Audit",Audit,Audit,,
